EQIPMENT_ID	OTHER_ID	MTF_ID		SerNum		Correct_OTHERID	Correct_SerNum
54875		VMM3_0033277	20MNEVMM303714	33277		VMM3_0033277	33277
54876		VMM3_0033400	20MNEVMM303715	33400		VMM3_0033400	33400
54877		VMM3_0033201	20MNEVMM303716	33201		VMM3_0033201	33201
54878		VMM3_0033176	20MNEVMM303717	33176		VMM3_0033176	33176
54879		VMM3_0033195	20MNEVMM303718	33195		VMM3_0033195	33195
54880		VMM3_0033106	20MNEVMM303719	33106		VMM3_0033106	33106
54881		VMM3_0033167	20MNEVMM303720	33167		VMM3_0033167	33167
54882		VMM3_0034376	20MNEVMM303721	34376		VMM3_0034376	34376
54883		VMM3_0034301	20MNEVMM303722	34301		VMM3_0034301	34301
54884		VMM3_0033527	20MNEVMM303723	33527		VMM3_0033527	33527
54885		VMM3_0033398	20MNEVMM303724	33398		VMM3_0033398	33398
54886		VMM3_0033141	20MNEVMM303725	33141		VMM3_0033141	33141
54887		VMM3_0033192	20MNEVMM303726	33192		VMM3_0033192	33192
54888		VMM3_0033203	20MNEVMM303727	33203		VMM3_0033203	33203
54889		VMM3_0033158	20MNEVMM303728	33158		VMM3_0033158	33158
54890		VMM3_0034655	20MNEVMM303729	34655		VMM3_0034655	34655
54891		VMM3_0033543	20MNEVMM303730	33543		VMM3_0033543	33543
54892		VMM3_0033385	20MNEVMM303731	33385		VMM3_0033385	33385
54893		VMM3_0033157	20MNEVMM303732	33157		VMM3_0033157	33157
54894		VMM3_0034650	20MNEVMM303733	34650		VMM3_0034650	34650
54895		VMM3_0033337	20MNEVMM303734	33337		VMM3_0033337	33337
54896		VMM3_0033109	20MNEVMM303735	33109		VMM3_0033109	33109
54897		VMM3_0033110	20MNEVMM303736	33110		VMM3_0033110	33110
54898		VMM3_0033152	20MNEVMM303737	33152		VMM3_0033152	33152
54899		VMM3_0034297	20MNEVMM303738	34297		VMM3_0034297	34297
54900		VMM3_0033261	20MNEVMM303739	33261		VMM3_0033261	33261
54901		VMM3_0034659	20MNEVMM303740	34659		VMM3_0034659	34659
54902		VMM3_0033494	20MNEVMM303741	33494		VMM3_0033494	33494
54903		VMM3_0033378	20MNEVMM303742	33378		VMM3_0033378	33378
54904		VMM3_0033168	20MNEVMM303743	33168		VMM3_0033168	33168
54905		VMM3_0033551	20MNEVMM303744	33551		VMM3_0033551	33551
54906		VMM3_0034631	20MNEVMM303745	34631		VMM3_0034631	34631
54907		VMM3_0035786	20MNEVMM303746	35786		VMM3_0035786	35786
54908		VMM3_0033484	20MNEVMM303747	33484		VMM3_0033484	33484
54909		VMM3_0033118	20MNEVMM303748	33118		VMM3_0033118	33118
54910		VMM3_0033117	20MNEVMM303749	33117		VMM3_0033117	33117
54911		VMM3_0033132	20MNEVMM303750	33132		VMM3_0033132	33132
54912		VMM3_0033199	20MNEVMM303751	33199		VMM3_0033199	33199
54913		VMM3_0033206	20MNEVMM303752	33206		VMM3_0033206	33206
54914		VMM3_0033491	20MNEVMM303753	33491		VMM3_0033491	33491
54915		VMM3_0033375	20MNEVMM303754	33375		VMM3_0033375	33375
54916		VMM3_0033616	20MNEVMM303755	33616		VMM3_0033616	33616
54917		VMM3_0033275	20MNEVMM303756	33275		VMM3_0033275	33275
54918		VMM3_0033113	20MNEVMM303757	33113		VMM3_0033113	33113
54919		VMM3_0034633	20MNEVMM303758	34633		VMM3_0034633	34633
54920		VMM3_0033148	20MNEVMM303759	33148		VMM3_0033148	33148
54921		VMM3_0034299	20MNEVMM303760	34299		VMM3_0034299	34299
54922		VMM3_0033396	20MNEVMM303761	33396		VMM3_0033396	33396
54923		VMM3_0033376	20MNEVMM303762	33376		VMM3_0033376	33376
54924		VMM3_0033121	20MNEVMM303763	33121		VMM3_0033121	33121
54925		VMM3_0033553	20MNEVMM303764	33553		VMM3_0033553	33553
54926		VMM3_0033161	20MNEVMM303765	33161		VMM3_0033161	33161
54927		VMM3_0032865	20MNEVMM303766	32865		VMM3_0032865	32865
54928		VMM3_0034233	20MNEVMM303767	34233		VMM3_0034233	34233
54929		VMM3_0034486	20MNEVMM303768	34486		VMM3_0034486	34486
54930		VMM3_0032876	20MNEVMM303769	32876		VMM3_0032876	32876
54931		VMM3_0034395	20MNEVMM303770	34395		VMM3_0034395	34395
54932		VMM3_0033586	20MNEVMM303771	33586		VMM3_0033586	33586
54933		VMM3_0034568	20MNEVMM303772	34568		VMM3_0034568	34568
54934		VMM3_0033596	20MNEVMM303773	33596		VMM3_0033596	33596
54935		VMM3_0034400	20MNEVMM303774	34400		VMM3_0034400	34400
54936		VMM3_0032991	20MNEVMM303775	32991		VMM3_0032991	32991
54937		VMM3_0034588	20MNEVMM303776	34588		VMM3_0034588	34588
54938		VMM3_0034217	20MNEVMM303777	34217		VMM3_0034217	34217
54939		VMM3_0034225	20MNEVMM303778	34225		VMM3_0034225	34225
54940		VMM3_0034471	20MNEVMM303779	34471		VMM3_0034471	34471
54941		VMM3_0034687	20MNEVMM303780	34687		VMM3_0034687	34687
54942		VMM3_0034561	20MNEVMM303781	34561		VMM3_0034561	34561
54943		VMM3_0033594	20MNEVMM303782	33594		VMM3_0033594	33594
54944		VMM3_0033589	20MNEVMM303783	33589		VMM3_0033589	33589
54945		VMM3_0032860	20MNEVMM303784	32860		VMM3_0032860	32860
54946		VMM3_0034557	20MNEVMM303785	34557		VMM3_0034557	34557
54947		VMM3_0034509	20MNEVMM303786	34509		VMM3_0034509	34509
54948		VMM3_0033686	20MNEVMM303787	33686		VMM3_0033686	33686
54949		VMM3_0032829	20MNEVMM303788	32829		VMM3_0032829	32829
54950		VMM3_0032987	20MNEVMM303789	32987		VMM3_0032987	32987
54951		VMM3_0033688	20MNEVMM303790	33688		VMM3_0033688	33688
54952		VMM3_0033694	20MNEVMM303791	33694		VMM3_0033694	33694
54953		VMM3_0034673	20MNEVMM303792	34673		VMM3_0034673	34673
54954		VMM3_0033511	20MNEVMM303793	33511		VMM3_0033511	33511
54955		VMM3_0032998	20MNEVMM303794	32998		VMM3_0032998	32998
54956		VMM3_0034492	20MNEVMM303795	34492		VMM3_0034492	34492
54957		VMM3_0032827	20MNEVMM303796	32827		VMM3_0032827	32827
54958		VMM3_0034478	20MNEVMM303797	34478		VMM3_0034478	34478
54959		VMM3_0034681	20MNEVMM303798	34681		VMM3_0034681	34681
54960		VMM3_0034407	20MNEVMM303799	34407		VMM3_0034407	34407
54961		VMM3_0033610	20MNEVMM303800	33610		VMM3_0033610	33610
54962		VMM3_0033498	20MNEVMM303801	33498		VMM3_0033498	33498
54963		VMM3_0034456	20MNEVMM303802	34456		VMM3_0034456	34456
54964		VMM3_0034550	20MNEVMM303803	34550		VMM3_0034550	34550
54965		VMM3_0034411	20MNEVMM303804	34411		VMM3_0034411	34411
54966		VMM3_0034609	20MNEVMM303805	34609		VMM3_0034609	34609
54967		VMM3_0034548	20MNEVMM303806	34548		VMM3_0034548	34548
54968		VMM3_0034576	20MNEVMM303807	34576		VMM3_0034576	34576
54969		VMM3_0034216	20MNEVMM303808	34216		VMM3_0034216	34216
54970		VMM3_0034618	20MNEVMM303809	34618		VMM3_0034618	34618
54971		VMM3_0034244	20MNEVMM303810	34244		VMM3_0034244	34244
54972		VMM3_0032874	20MNEVMM303811	32874		VMM3_0032874	32874
54973		VMM3_0034616	20MNEVMM303812	34616		VMM3_0034616	34616
54974		VMM3_0034455	20MNEVMM303813	34455		VMM3_0034455	34455
54975		VMM3_0034480	20MNEVMM303814	34480		VMM3_0034480	34480
54976		VMM3_0034228	20MNEVMM303815	34228		VMM3_0034228	34228
54977		VMM3_0034571	20MNEVMM303816	34571		VMM3_0034571	34571
54978		VMM3_0034551	20MNEVMM303817	34551		VMM3_0034551	34551
54979		VMM3_0034370	20MNEVMM303818	34370		VMM3_0034370	34370
54980		VMM3_0034236	20MNEVMM303819	34236		VMM3_0034236	34236
54981		VMM3_0034689	20MNEVMM303820	34689		VMM3_0034689	34689
54982		VMM3_0034466	20MNEVMM303821	34466		VMM3_0034466	34466
54983		VMM3_0033585	20MNEVMM303822	33585		VMM3_0033585	33585
54984		VMM3_0034242	20MNEVMM303823	34242		VMM3_0034242	34242
54985		VMM3_0034685	20MNEVMM303824	34685		VMM3_0034685	34685
54986		VMM3_0034470	20MNEVMM303825	34470		VMM3_0034470	34470
54987		VMM3_0033604	20MNEVMM303826	33604		VMM3_0033604	33604
54988		VMM3_0033603	20MNEVMM303827	33603		VMM3_0033603	33603
54989		VMM3_0034414	20MNEVMM303828	34414		VMM3_0034414	34414
54990		VMM3_0033508	20MNEVMM303829	33508		VMM3_0033508	33508
54991		VMM3_0033601	20MNEVMM303830	33601		VMM3_0033601	33601
54992		VMM3_0032880	20MNEVMM303831	32880		VMM3_0032880	32880
54993		VMM3_0034603	20MNEVMM303832	34603		VMM3_0034603	34603
54994		VMM3_0032882	20MNEVMM303833	32882		VMM3_0032882	32882
54995		VMM3_0034418	20MNEVMM303834	34418		VMM3_0034418	34418
54996		VMM3_0034587	20MNEVMM303835	34587		VMM3_0034587	34587
54997		VMM3_0033002	20MNEVMM303836	33002		VMM3_0033002	33002
54998		VMM3_0033013	20MNEVMM303837	33013		VMM3_0033013	33013
54999		VMM3_0034592	20MNEVMM303838	34592		VMM3_0034592	34592
55000		VMM3_0034409	20MNEVMM303839	34409		VMM3_0034409	34409
55001		VMM3_0034594	20MNEVMM303840	34594		VMM3_0034594	34594
55002		VMM3_0034219	20MNEVMM303841	34219		VMM3_0034219	34219
55003		VMM3_0034514	20MNEVMM303842	34514		VMM3_0034514	34514
55004		VMM3_0034627	20MNEVMM303843	34627		VMM3_0034627	34627
55005		VMM3_0033595	20MNEVMM303844	33595		VMM3_0033595	33595
55006		VMM3_0032873	20MNEVMM303845	32873		VMM3_0032873	32873
55007		VMM3_0034229	20MNEVMM303846	34229		VMM3_0034229	34229
55008		VMM3_0032878	20MNEVMM303847	32878		VMM3_0032878	32878
55009		VMM3_0034420	20MNEVMM303848	34420		VMM3_0034420	34420
55010		VMM3_0034590	20MNEVMM303849	34590		VMM3_0034590	34590
55011		VMM3_0034218	20MNEVMM303850	34218		VMM3_0034218	34218
55012		VMM3_0033679	20MNEVMM303851	33679		VMM3_0033679	33679
55013		VMM3_0033699	20MNEVMM303852	33699		VMM3_0033699	33699
55014		VMM3_0034497	20MNEVMM303853	34497		VMM3_0034497	34497
55015		VMM3_0033592	20MNEVMM303854	33592		VMM3_0033592	33592
55016		VMM3_0034422	20MNEVMM303855	34422		VMM3_0034422	34422
55017		VMM3_0034629	20MNEVMM303856	34629		VMM3_0034629	34629
55018		VMM3_0034481	20MNEVMM303857	34481		VMM3_0034481	34481
55019		VMM3_0034682	20MNEVMM303858	34682		VMM3_0034682	34682
55020		VMM3_0032831	20MNEVMM303859	32831		VMM3_0032831	32831
55021		VMM3_0034419	20MNEVMM303860	34419		VMM3_0034419	34419
55022		VMM3_0034479	20MNEVMM303861	34479		VMM3_0034479	34479
55023		VMM3_0033005	20MNEVMM303862	33005		VMM3_0033005	33005
55024		VMM3_0034220	20MNEVMM303863	34220		VMM3_0034220	34220
55025		VMM3_0034558	20MNEVMM303864	34558		VMM3_0034558	34558
55026		VMM3_0034617	20MNEVMM303865	34617		VMM3_0034617	34617
55027		VMM3_0033591	20MNEVMM303866	33591		VMM3_0033591	33591
55028		VMM3_0032867	20MNEVMM303867	32867		VMM3_0032867	32867
55029		VMM3_0034495	20MNEVMM303868	34495		VMM3_0034495	34495
55030		VMM3_0034496	20MNEVMM303869	34496		VMM3_0034496	34496
55031		VMM3_0033011	20MNEVMM303870	33011		VMM3_0033011	33011
55032		VMM3_0034506	20MNEVMM303871	34506		VMM3_0034506	34506
55033		VMM3_0034410	20MNEVMM303872	34410		VMM3_0034410	34410
55034		VMM3_0033500	20MNEVMM303873	33500		VMM3_0033500	33500
55035		VMM3_0034423	20MNEVMM303874	34423		VMM3_0034423	34423
55036		VMM3_0033702	20MNEVMM303875	33702		VMM3_0033702	33702
55037		VMM3_0034501	20MNEVMM303876	34501		VMM3_0034501	34501
55038		VMM3_0032822	20MNEVMM303877	32822		VMM3_0032822	32822
55039		VMM3_0034460	20MNEVMM303878	34460		VMM3_0034460	34460
55040		VMM3_0034619	20MNEVMM303879	34619		VMM3_0034619	34619
55041		VMM3_0034688	20MNEVMM303880	34688		VMM3_0034688	34688
55042		VMM3_0034377	20MNEVMM303881	34377		VMM3_0034377	34377
55043		VMM3_0033701	20MNEVMM303882	33701		VMM3_0033701	33701
55044		VMM3_0034224	20MNEVMM303883	34224		VMM3_0034224	34224
55045		VMM3_0034487	20MNEVMM303884	34487		VMM3_0034487	34487
55046		VMM3_0034468	20MNEVMM303885	34468		VMM3_0034468	34468
55047		VMM3_0034221	20MNEVMM303886	34221		VMM3_0034221	34221
55048		VMM3_0032989	20MNEVMM303887	32989		VMM3_0032989	32989
55049		VMM3_0034405	20MNEVMM303888	34405		VMM3_0034405	34405
55050		VMM3_0034598	20MNEVMM303889	34598		VMM3_0034598	34598
55051		VMM3_0034570	20MNEVMM303890	34570		VMM3_0034570	34570
55052		VMM3_0033677	20MNEVMM303891	33677		VMM3_0033677	33677
55053		VMM3_0034404	20MNEVMM303892	34404		VMM3_0034404	34404
55054		VMM3_0034672	20MNEVMM303893	34672		VMM3_0034672	34672
55055		VMM3_0032869	20MNEVMM303894	32869		VMM3_0032869	32869
55056		VMM3_0033520	20MNEVMM303895	33520		VMM3_0033520	33520
55057		VMM3_0034239	20MNEVMM303896	34239		VMM3_0034239	34239
55058		VMM3_0034482	20MNEVMM303897	34482		VMM3_0034482	34482
55059		VMM3_0034669	20MNEVMM303898	34669		VMM3_0034669	34669
55060		VMM3_0034408	20MNEVMM303899	34408		VMM3_0034408	34408
55061		VMM3_0034667	20MNEVMM303900	34667		VMM3_0034667	34667
55062		VMM3_0034690	20MNEVMM303901	34690		VMM3_0034690	34690
55063		VMM3_0034668	20MNEVMM303902	34668		VMM3_0034668	34668
55064		VMM3_0034684	20MNEVMM303903	34684		VMM3_0034684	34684
55065		VMM3_0034462	20MNEVMM303904	34462		VMM3_0034462	34462
55066		VMM3_0034549	20MNEVMM303905	34549		VMM3_0034549	34549
55067		VMM3_0033517	20MNEVMM303906	33517		VMM3_0033517	33517
55068		VMM3_0033000	20MNEVMM303907	33000		VMM3_0033000	33000
55069		VMM3_0034693	20MNEVMM303908	34693		VMM3_0034693	34693
55070		VMM3_0034584	20MNEVMM303909	34584		VMM3_0034584	34584
55071		VMM3_0034413	20MNEVMM303910	34413		VMM3_0034413	34413
55072		VMM3_0034240	20MNEVMM303911	34240		VMM3_0034240	34240
55073		VMM3_0034628	20MNEVMM303912	34628		VMM3_0034628	34628
55074		VMM3_0033497	20MNEVMM303913	33497		VMM3_0033497	33497
55075		VMM3_0034677	20MNEVMM303914	34677		VMM3_0034677	34677
55076		VMM3_0034569	20MNEVMM303915	34569		VMM3_0034569	34569
55077		VMM3_0033605	20MNEVMM303916	33605		VMM3_0033605	33605
55078		VMM3_0034600	20MNEVMM303917	34600		VMM3_0034600	34600
55079		VMM3_0034457	20MNEVMM303918	34457		VMM3_0034457	34457
55080		VMM3_0034379	20MNEVMM303919	34379		VMM3_0034379	34379
55081		VMM3_0034421	20MNEVMM303920	34421		VMM3_0034421	34421
55082		VMM3_0033600	20MNEVMM303921	33600		VMM3_0033600	33600
55083		VMM3_0033602	20MNEVMM303922	33602		VMM3_0033602	33602
55084		VMM3_0034559	20MNEVMM303923	34559		VMM3_0034559	34559
55085		VMM3_0034680	20MNEVMM303924	34680		VMM3_0034680	34680
55086		VMM3_0033703	20MNEVMM303925	33703		VMM3_0033703	33703
55087		VMM3_0034586	20MNEVMM303926	34586		VMM3_0034586	34586
55088		VMM3_0034670	20MNEVMM303927	34670		VMM3_0034670	34670
55089		VMM3_0034572	20MNEVMM303928	34572		VMM3_0034572	34572
55090		VMM3_0034565	20MNEVMM303929	34565		VMM3_0034565	34565
55091		VMM3_0032993	20MNEVMM303930	32993		VMM3_0032993	32993
55092		VMM3_0034398	20MNEVMM303931	34398		VMM3_0034398	34398
55093		VMM3_0034567	20MNEVMM303932	34567		VMM3_0034567	34567
55094		VMM3_0034484	20MNEVMM303933	34484		VMM3_0034484	34484
55095		VMM3_0034632	20MNEVMM303934	34632		VMM3_0034632	34632
55096		VMM3_0034406	20MNEVMM303935	34406		VMM3_0034406	34406
55097		VMM3_0034226	20MNEVMM303936	34226		VMM3_0034226	34226
55098		VMM3_0034235	20MNEVMM303937	34235		VMM3_0034235	34235
55099		VMM3_0034679	20MNEVMM303938	34679		VMM3_0034679	34679
55100		VMM3_0034604	20MNEVMM303939	34604		VMM3_0034604	34604
55101		VMM3_0033009	20MNEVMM303940	33009		VMM3_0033009	33009
55102		VMM3_0032799	20MNEVMM303941	32799		VMM3_0032799	32799
55103		VMM3_0032887	20MNEVMM303942	32887		VMM3_0032887	32887
55104		VMM3_0034512	20MNEVMM303943	34512		VMM3_0034512	34512
55105		VMM3_0034593	20MNEVMM303944	34593		VMM3_0034593	34593
55106		VMM3_0034397	20MNEVMM303945	34397		VMM3_0034397	34397
55107		VMM3_0034477	20MNEVMM303946	34477		VMM3_0034477	34477
55108		VMM3_0034591	20MNEVMM303947	34591		VMM3_0034591	34591
55109		VMM3_0033524	20MNEVMM303948	33524		VMM3_0033524	33524
55110		VMM3_0032807	20MNEVMM303949	32807		VMM3_0032807	32807
55111		VMM3_0034606	20MNEVMM303950	34606		VMM3_0034606	34606
55112		VMM3_0034503	20MNEVMM303951	34503		VMM3_0034503	34503
55113		VMM3_0034416	20MNEVMM303952	34416		VMM3_0034416	34416
55114		VMM3_0034620	20MNEVMM303953	34620		VMM3_0034620	34620
55115		VMM3_0033502	20MNEVMM303954	33502		VMM3_0033502	33502
55116		VMM3_0033693	20MNEVMM303955	33693		VMM3_0033693	33693
55117		VMM3_0034578	20MNEVMM303956	34578		VMM3_0034578	34578
55118		VMM3_0034467	20MNEVMM303957	34467		VMM3_0034467	34467
55119		VMM3_0034610	20MNEVMM303958	34610		VMM3_0034610	34610
55120		VMM3_0034499	20MNEVMM303959	34499		VMM3_0034499	34499
55121		VMM3_0033609	20MNEVMM303960	33609		VMM3_0033609	33609
55122		VMM3_0034589	20MNEVMM303961	34589		VMM3_0034589	34589
55123		VMM3_0034582	20MNEVMM303962	34582		VMM3_0034582	34582
55124		VMM3_0034510	20MNEVMM303963	34510		VMM3_0034510	34510
55125		VMM3_0033518	20MNEVMM303964	33518		VMM3_0033518	33518
55126		VMM3_0034626	20MNEVMM303965	34626		VMM3_0034626	34626
55127		VMM3_0034227	20MNEVMM303966	34227		VMM3_0034227	34227
55128		VMM3_0034599	20MNEVMM303967	34599		VMM3_0034599	34599
55129		VMM3_0033510	20MNEVMM303968	33510		VMM3_0033510	33510
55130		VMM3_0033606	20MNEVMM303969	33606		VMM3_0033606	33606
55131		VMM3_0034577	20MNEVMM303970	34577		VMM3_0034577	34577
55132		VMM3_0034608	20MNEVMM303971	34608		VMM3_0034608	34608
55133		VMM3_0033593	20MNEVMM303972	33593		VMM3_0033593	33593
55134		VMM3_0034222	20MNEVMM303973	34222		VMM3_0034222	34222
55135		VMM3_0034238	20MNEVMM303974	34238		VMM3_0034238	34238
55136		VMM3_0033590	20MNEVMM303975	33590		VMM3_0033590	33590
55137		VMM3_0032849	20MNEVMM303976	32849		VMM3_0032849	32849
55138		VMM3_0034630	20MNEVMM303977	34630		VMM3_0034630	34630
55139		VMM3_0034461	20MNEVMM303978	34461		VMM3_0034461	34461
55140		VMM3_0033504	20MNEVMM303979	33504		VMM3_0033504	33504
55141		VMM3_0034488	20MNEVMM303980	34488		VMM3_0034488	34488
55142		VMM3_0034691	20MNEVMM303981	34691		VMM3_0034691	34691
55143		VMM3_0033522	20MNEVMM303982	33522		VMM3_0033522	33522
55144		VMM3_0033004	20MNEVMM303983	33004		VMM3_0033004	33004
55145		VMM3_0032891	20MNEVMM303984	32891		VMM3_0032891	32891
55146		VMM3_0034683	20MNEVMM303985	34683		VMM3_0034683	34683
55147		VMM3_0033683	20MNEVMM303986	33683		VMM3_0033683	33683
55148		VMM3_0034671	20MNEVMM303987	34671		VMM3_0034671	34671
55149		VMM3_0034508	20MNEVMM303988	34508		VMM3_0034508	34508
55150		VMM3_0034237	20MNEVMM303989	34237		VMM3_0034237	34237
55151		VMM3_0033973	20MNEVMM303990	33973		VMM3_0033973	33973
55152		VMM3_0034507	20MNEVMM303991	34507		VMM3_0034507	34507
55153		VMM3_0034573	20MNEVMM303992	34573		VMM3_0034573	34573
55154		VMM3_0032847	20MNEVMM303993	32847		VMM3_0032847	32847
55155		VMM3_0033692	20MNEVMM303994	33692		VMM3_0033692	33692
55156		VMM3_0034399	20MNEVMM303995	34399		VMM3_0034399	34399
55157		VMM3_0032881	20MNEVMM303996	32881		VMM3_0032881	32881
55158		VMM3_0034581	20MNEVMM303997	34581		VMM3_0034581	34581
55159		VMM3_0034412	20MNEVMM303998	34412		VMM3_0034412	34412
55160		VMM3_0033598	20MNEVMM303999	33598		VMM3_0033598	33598
55161		VMM3_0034674	20MNEVMM304000	34674		VMM3_0034674	34674
55162		VMM3_0033697	20MNEVMM304001	33697		VMM3_0033697	33697
55163		VMM3_0034580	20MNEVMM304002	34580		VMM3_0034580	34580
55164		VMM3_0032884	20MNEVMM304003	32884		VMM3_0032884	32884
55165		VMM3_0033608	20MNEVMM304004	33608		VMM3_0033608	33608
55166		VMM3_0034601	20MNEVMM304005	34601		VMM3_0034601	34601
55167		VMM3_0034566	20MNEVMM304006	34566		VMM3_0034566	34566
55168		VMM3_0033607	20MNEVMM304007	33607		VMM3_0033607	33607
55169		VMM3_0034579	20MNEVMM304008	34579		VMM3_0034579	34579
55170		VMM3_0034607	20MNEVMM304009	34607		VMM3_0034607	34607
55171		VMM3_0034241	20MNEVMM304010	34241		VMM3_0034241	34241
55172		VMM3_0033599	20MNEVMM304011	33599		VMM3_0033599	33599
55173		VMM3_0033597	20MNEVMM304012	33597		VMM3_0033597	33597
55174		VMM3_0034602	20MNEVMM304013	34602		VMM3_0034602	34602
55175		VMM3_0033611	20MNEVMM304014	33611		VMM3_0033611	33611
55176		VMM3_0032809	20MNEVMM304015	32809		VMM3_0032809	32809
55177		VMM3_0034555	20MNEVMM304016	34555		VMM3_0034555	34555
55178		VMM3_0032996	20MNEVMM304017	32996		VMM3_0032996	32996
55179		VMM3_0034623	20MNEVMM304018	34623		VMM3_0034623	34623
55180		VMM3_0033506	20MNEVMM304019	33506		VMM3_0033506	33506
55181		VMM3_0032900	20MNEVMM304020	32900		VMM3_0032900	32900
55182		VMM3_0032956	20MNEVMM304021	32956		VMM3_0032956	32956
55183		VMM3_0032708	20MNEVMM304022	32708		VMM3_0032708	32708
55184		VMM3_0032695	20MNEVMM304023	32695		VMM3_0032695	32695
55185		VMM3_0033424	20MNEVMM304024	33424		VMM3_0033424	33424
55186		VMM3_0032957	20MNEVMM304025	32957		VMM3_0032957	32957
55187		VMM3_0032978	20MNEVMM304026	32978		VMM3_0032978	32978
55188		VMM3_0032958	20MNEVMM304027	32958		VMM3_0032958	32958
55189		VMM3_0033405	20MNEVMM304028	33405		VMM3_0033405	33405
55190		VMM3_0032779	20MNEVMM304029	32779		VMM3_0032779	32779
55191		VMM3_0032924	20MNEVMM304030	32924		VMM3_0032924	32924
55192		VMM3_0032710	20MNEVMM304031	32710		VMM3_0032710	32710
55193		VMM3_0032690	20MNEVMM304032	32690		VMM3_0032690	32690
55194		VMM3_0033417	20MNEVMM304033	33417		VMM3_0033417	33417
55195		VMM3_0032960	20MNEVMM304034	32960		VMM3_0032960	32960
55196		VMM3_0032741	20MNEVMM304035	32741		VMM3_0032741	32741
55197		VMM3_0032868	20MNEVMM304036	32868		VMM3_0032868	32868
55198		VMM3_0032922	20MNEVMM304037	32922		VMM3_0032922	32922
55199		VMM3_0034232	20MNEVMM304038	34232		VMM3_0034232	34232
55200		VMM3_0032706	20MNEVMM304039	32706		VMM3_0032706	32706
55201		VMM3_0032803	20MNEVMM304040	32803		VMM3_0032803	32803
55202		VMM3_0032716	20MNEVMM304041	32716		VMM3_0032716	32716
55203		VMM3_0033421	20MNEVMM304042	33421		VMM3_0033421	33421
55204		VMM3_0032728	20MNEVMM304043	32728		VMM3_0032728	32728
55205		VMM3_0032979	20MNEVMM304044	32979		VMM3_0032979	32979
55206		VMM3_0032908	20MNEVMM304045	32908		VMM3_0032908	32908
55207		VMM3_0032902	20MNEVMM304046	32902		VMM3_0032902	32902
55208		VMM3_0032866	20MNEVMM304047	32866		VMM3_0032866	32866
55209		VMM3_0033432	20MNEVMM304048	33432		VMM3_0033432	33432
55210		VMM3_0032981	20MNEVMM304049	32981		VMM3_0032981	32981
55211		VMM3_0032739	20MNEVMM304050	32739		VMM3_0032739	32739
55212		VMM3_0032962	20MNEVMM304051	32962		VMM3_0032962	32962
55213		VMM3_0032970	20MNEVMM304052	32970		VMM3_0032970	32970
55214		VMM3_0032976	20MNEVMM304053	32976		VMM3_0032976	32976
55215		VMM3_0033412	20MNEVMM304054	33412		VMM3_0033412	33412
55216		VMM3_0034210	20MNEVMM304055	34210		VMM3_0034210	34210
55217		VMM3_0033413	20MNEVMM304056	33413		VMM3_0033413	33413
55218		VMM3_0032700	20MNEVMM304057	32700		VMM3_0032700	32700
55219		VMM3_0032965	20MNEVMM304058	32965		VMM3_0032965	32965
55220		VMM3_0032719	20MNEVMM304059	32719		VMM3_0032719	32719
55221		VMM3_0032904	20MNEVMM304060	32904		VMM3_0032904	32904
55222		VMM3_0032968	20MNEVMM304061	32968		VMM3_0032968	32968
55223		VMM3_0033418	20MNEVMM304062	33418		VMM3_0033418	33418
55224		VMM3_0032737	20MNEVMM304063	32737		VMM3_0032737	32737
55225		VMM3_0032729	20MNEVMM304064	32729		VMM3_0032729	32729
55226		VMM3_0032738	20MNEVMM304065	32738		VMM3_0032738	32738
55227		VMM3_0032959	20MNEVMM304066	32959		VMM3_0032959	32959
55228		VMM3_0032843	20MNEVMM304067	32843		VMM3_0032843	32843
55229		VMM3_0032721	20MNEVMM304068	32721		VMM3_0032721	32721
55230		VMM3_0032717	20MNEVMM304069	32717		VMM3_0032717	32717
55231		VMM3_0032974	20MNEVMM304070	32974		VMM3_0032974	32974
55232		VMM3_0033416	20MNEVMM304071	33416		VMM3_0033416	33416
55233		VMM3_0032984	20MNEVMM304072	32984		VMM3_0032984	32984
55234		VMM3_0032870	20MNEVMM304073	32870		VMM3_0032870	32870
55235		VMM3_0032727	20MNEVMM304074	32727		VMM3_0032727	32727
55236		VMM3_0032906	20MNEVMM304075	32906		VMM3_0032906	32906
55237		VMM3_0032940	20MNEVMM304076	32940		VMM3_0032940	32940
55238		VMM3_0032713	20MNEVMM304077	32713		VMM3_0032713	32713
55239		VMM3_0032859	20MNEVMM304078	32859		VMM3_0032859	32859
55240		VMM3_0032950	20MNEVMM304079	32950		VMM3_0032950	32950
55241		VMM3_0032823	20MNEVMM304080	32823		VMM3_0032823	32823
55242		VMM3_0032732	20MNEVMM304081	32732		VMM3_0032732	32732
55243		VMM3_0032725	20MNEVMM304082	32725		VMM3_0032725	32725
55244		VMM3_0032916	20MNEVMM304083	32916		VMM3_0032916	32916
55245		VMM3_0032918	20MNEVMM304084	32918		VMM3_0032918	32918
55246		VMM3_0032897	20MNEVMM304085	32897		VMM3_0032897	32897
55247		VMM3_0032720	20MNEVMM304086	32720		VMM3_0032720	32720
55248		VMM3_0032929	20MNEVMM304087	32929		VMM3_0032929	32929
55249		VMM3_0032973	20MNEVMM304088	32973		VMM3_0032973	32973
55250		VMM3_0033408	20MNEVMM304089	33408		VMM3_0033408	33408
55251		VMM3_0032914	20MNEVMM304090	32914		VMM3_0032914	32914
